Topic,2010,2011,2012,2013,2014,2015,2016
SEO for Small to Medium Sized Businesses,0,0,0,0,3,0,0
Customer Experience Management,0,0,0,0,1,0,0
Small Business Technology,0,0,0,1,0,0,0
JavaScript Frameworks,0,0,0,2,3,3,0
Hadoop,0,0,2,3,4,6,2
SEO for Magento,0,0,0,0,1,0,0
Alternative Currency,0,0,0,0,0,1,0
Amazon Elastic MapReduce (Amazon EMR),0,0,1,0,0,0,0
BlackBerry Development,0,0,0,0,1,0,0
Innovation,0,0,0,0,2,3,1
Riak,0,0,0,1,0,0,0
Math,0,0,0,0,1,0,0
R Project for Statistical Computing,0,0,0,1,0,1,0
BlueMix,0,0,0,0,1,2,1
Server Side Javascript,0,0,0,0,0,1,0
Weekend Adventures,0,0,0,0,0,0,1
AWS,0,0,1,0,2,0,1
Search Engine Marketing,0,0,0,0,4,1,0
Network Engineering,0,0,0,0,1,0,0
Salesforce.com,0,0,1,0,0,0,0
Engineering Students,0,0,0,0,1,0,0
ElasticSearch,0,0,0,0,0,1,0
Drupal Users,0,1,0,0,0,0,0
Elixir,0,0,0,0,0,1,0
SEO for Small Businesses,0,0,0,0,1,0,0
.net development,0,0,0,0,1,0,0
Web Service Security,0,0,0,0,1,0,0
Configuration Management,0,0,0,0,3,1,0
Data Scientist,0,0,0,0,1,0,0
Artificial Intelligence Machine Learning Robotics,0,0,0,0,0,2,1
Testing Tools,0,0,0,0,1,1,0
Agile Leadership,0,0,0,0,1,2,2
Product Design,0,0,0,1,2,1,0
Mentor,0,0,0,0,1,0,0
Single Page Applications,0,0,0,0,1,0,0
Fitness,0,0,0,1,0,0,0
Entertainment Industry,0,0,0,0,1,0,0
Distributed Systems,0,0,0,0,0,1,0
Customer Experience,0,0,0,0,1,0,0
Salesforce.com Users,0,0,1,0,0,0,0
User experience research,0,0,0,0,2,0,0
Women Entrepreneur,0,0,0,0,1,0,0
E-Commerce,0,0,0,0,3,4,2
Blogging for Business,0,0,0,0,1,0,0
Object Oriented programming,0,0,0,0,1,0,0
Open source python,0,0,0,0,2,0,0
PHP,0,1,1,0,6,0,2
JIRA,0,0,0,0,1,0,0
Venture Capital,0,0,1,0,1,1,0
Blogging to Promote Yourself,0,0,0,0,0,1,0
Network Security,0,0,0,0,2,1,0
Scrum Master,0,0,0,0,0,0,1
CCIE Routing & Switching,0,0,0,0,1,0,0
Cisco Career Certifications,0,0,0,0,1,0,0
Software Design,0,0,0,0,1,0,0
analytics,0,0,0,0,0,1,0
Verilog,0,0,0,0,1,0,0
Founders,0,0,1,0,1,0,0
Color theory,0,0,0,0,0,1,0
Android,0,0,0,1,1,1,0
Artificial Intelligence Programming,0,0,0,0,0,2,2
Social Media,0,0,0,0,4,1,1
hackathons,0,0,0,0,1,0,1
Scrum,0,0,0,1,1,3,2
Business Referral Networking,1,0,1,0,1,0,0
Healthcare IT,0,0,0,0,0,1,0
Joomla Users,0,0,0,0,1,0,0
Scaling Agile,0,0,0,0,0,1,1
Data Analytics,0,0,1,1,13,10,4
Mobile Development,0,0,0,5,17,5,2
Data Journalism,0,0,0,0,1,0,0
Apache Lucene and Solr Open Source Search,0,0,0,0,0,1,0
RC Planes: Remote Controlled,0,0,0,0,2,0,0
Wellness,0,0,0,1,0,0,0
Education & Technology,0,0,0,0,0,0,3
Graphic Design Professionals,0,0,0,0,1,0,0
BlackBerry 10,0,0,0,0,1,0,0
Visualforce Development,0,0,1,0,0,0,0
Penetration Testing,0,0,0,0,1,0,0
Data Science using Python,0,0,0,0,0,1,2
Cloud Networking,0,0,0,0,0,1,0
Mobile Cloud,0,0,0,0,0,1,0
Amazon Elastic Load Balancing,0,0,1,0,0,0,0
e-commerce business,0,0,0,0,2,2,0
Internet Professionals,1,1,1,0,6,1,0
Mobile Games,0,0,0,1,0,0,0
MapReduce,0,0,0,2,3,6,2
Business Startup,0,0,0,0,1,0,0
Search Engines,0,0,0,0,0,1,0
CCIE Voice,0,0,0,0,1,0,0
Ecommerce & Social Media,0,0,0,0,1,1,0
Predictive Analytics,0,0,0,1,4,6,5
"""Cloud Computing"" How to use it for your business",0,0,0,0,1,0,0
Professional Development,1,0,0,0,2,1,2
Information Architecture,0,0,0,0,1,0,0
Genetics,0,0,0,0,0,1,0
Mesh Networks,0,0,0,0,0,1,0
ECommerce Workshops,0,0,0,0,0,1,0
Big Data Analytics,0,0,0,1,7,8,2
GNU/linux,0,0,0,0,1,0,0
SaaS (Software as a Service),0,0,1,1,2,1,0
OpenStack,0,0,0,0,2,1,1
cloud services in healthcare,0,0,0,0,0,1,0
Service Catalogue Management,0,0,0,0,1,0,0
Decentralized Applications,0,0,0,0,0,1,0
Digital Marketer,0,0,0,0,1,0,0
ERP Consulting,0,0,0,0,0,1,0
C#,0,0,0,0,1,1,0
SEO Video Marketing,0,0,0,0,2,0,0
Internet Startups,0,0,0,0,6,6,1
Aerial photography,0,0,0,0,2,0,0
Digital marketing workshop,0,0,0,0,1,0,0
ADO.NET Entity Framework,0,0,0,0,1,0,0
Online Advertising,0,0,0,0,0,1,0
Doctors,0,0,0,0,0,1,0
Enterprise Search,0,0,0,0,0,1,0
.NET,0,0,0,0,0,1,0
Social Coding,0,0,0,0,1,0,1
New Product Development Professionals: NPDP,0,0,0,0,0,1,0
UAV,0,0,0,0,2,0,0
Data Science,0,0,0,1,7,7,3
Splunk,0,0,0,0,1,0,0
SAS,0,0,0,0,1,1,0
Arduino and Robotics,0,0,0,0,1,0,0
Digital Currency,0,0,0,1,1,1,0
Information Technology,0,0,0,1,4,1,0
Smart Property,0,0,0,0,0,1,0
Cloud Foundry,0,0,0,0,1,1,1
E-Commerce - Internet Marketing,0,0,0,0,1,1,0
ServiceNow,0,0,0,0,1,0,0
E-Commerce Professionals,0,0,0,0,1,0,0
User Experience,0,0,0,1,5,3,0
User Group,0,0,0,0,1,0,0
.net developers,0,0,0,0,1,0,0
Test Driven Development,0,0,0,1,1,2,1
Google adWords,0,0,0,0,1,0,0
Startup Incubation,0,0,0,0,1,1,0
3DMedia,0,0,0,0,1,0,0
Small Business,0,0,1,0,2,1,1
Internet e-Business & Startups,0,0,0,0,1,0,0
Agile Testing,0,0,0,1,1,2,0
Ember Data,0,0,0,0,1,0,0
"CCNP, CCIE",0,0,0,0,1,0,0
Selenium,0,0,0,1,0,1,0
Hybrid Cloud,0,0,0,0,0,1,0
Apache Cordova,0,0,0,0,1,0,0
oracle developer/programmer,0,0,0,0,0,0,1
Mobile Marketing,0,0,0,0,0,2,0
JavaScript Applications,0,0,0,0,0,1,0
Angel Investors,0,0,1,0,0,0,0
Healthy Living,0,0,0,1,0,0,0
Video Games,0,0,0,0,0,0,1
How to Market Your Business through Blogging,0,0,0,0,1,0,0
Autodesk Maya,0,0,0,0,1,0,0
Wireframing,0,0,0,0,1,0,0
Wordpress Plugins,0,0,0,1,1,2,1
couchdb,0,0,0,0,1,0,0
Platform as a Service,0,0,0,0,1,1,0
What is Bitcoin,0,0,0,1,1,1,0
healthcare technology,0,0,0,0,0,1,0
BigDataDevelopers,0,0,0,1,0,0,0
Open Source Content Management,0,0,0,0,1,0,0
User Experience Optimization,0,0,0,0,2,0,0
nodeJS,0,0,0,1,5,1,0
Visualforce,0,0,1,0,0,0,0
Geeks & Nerds,0,0,0,0,1,0,0
SEO (Search Engine Optimization),1,0,0,0,7,0,1
HTML5,0,0,0,1,2,1,0
Video Game Developers,0,0,0,0,0,1,0
Fashion Bloggers,0,0,0,0,0,1,0
Software Security,0,0,0,0,1,1,0
Software Engineering,0,0,0,0,1,0,0
Joomla users and developers,0,0,0,0,1,0,0
PhoneGap,0,0,0,0,1,0,0
Start-up,0,0,0,0,1,0,0
Young Entrepreneur,0,0,0,0,0,0,1
SEO Business Development,0,0,0,0,2,0,0
beginner php programming,0,0,0,0,2,0,0
Makers,0,0,0,1,1,0,1
LAMP,0,1,0,0,3,0,0
Hardware Engineering,0,0,0,1,1,0,0
Front-end Development,0,0,0,1,1,1,0
iPhone,0,0,0,0,0,1,0
Digital Marketing,1,0,0,0,2,1,0
3D Printing,0,0,0,1,1,0,1
Open Source Frameworks,0,0,0,1,1,0,0
Bitcoin,0,0,0,1,1,1,0
Microcontrollers,0,0,0,1,1,1,0
Startups meet VCs and Angel Investors,0,0,1,0,0,0,0
Creating Amazon Cloud Applications,0,0,0,0,0,1,0
Email Campaign Management,0,0,0,0,0,1,0
Open Standards,0,0,0,0,0,1,0
Gaming,0,0,0,0,0,1,0
iOS Development,0,1,0,2,5,4,2
Data Visualization,0,0,0,2,9,7,4
Hacker News,0,0,0,0,1,0,0
Graphical User Interfaces,0,0,0,0,1,0,0
Multi-Rotor Aircraft,0,0,0,0,2,0,0
Health and Technology,0,0,0,0,0,1,0
Agile Transformation,0,0,0,0,0,1,0
Apache Hadoop,0,0,0,0,1,1,0
Raspberry Pi,0,0,0,0,1,1,0
Adobe Creative Suite,0,0,0,0,1,0,0
WordPress Developers,0,0,0,1,1,2,0
Embedded Systems,0,0,0,0,1,1,0
Help Desk,0,0,0,0,1,0,0
Free Software Foundation,0,0,0,0,1,0,0
CCIE,0,0,0,0,1,0,0
Lean Six Sigma,0,0,0,0,0,1,0
Drupal,0,1,1,0,0,0,0
Direct Response Marketing,0,0,0,0,1,0,0
Joomla Mastering,0,0,0,0,1,0,0
iOS,0,0,0,1,3,2,0
RC Helicopters: Remote Controlled Helis,0,0,0,0,2,0,0
Women Science Technology Engineering & Mathematics,0,0,0,0,1,0,0
CMS (Content Management Systems),0,1,1,0,2,0,1
Applied Statistics,0,0,0,1,1,0,0
Data Mining,0,0,0,2,8,9,3
Oracle Business Solutions,0,0,0,0,0,0,1
Cloud Storage,0,0,0,0,1,1,0
Web Technology,0,2,2,1,16,9,1
Leadership,0,0,0,0,0,1,0
Python/Linux devop,0,0,0,0,1,0,0
Drone,0,0,0,0,2,0,0
SEO for Local Business,0,0,0,0,2,0,0
Robotics,0,1,0,1,1,2,1
Starting an E-Commerce Bus,0,0,0,0,1,0,0
CCNA,0,0,0,0,1,0,0
Learning,0,0,0,0,0,0,1
Cloud Computing Strategies and Roadmaps,0,0,0,0,1,1,1
Internet Retail,0,0,0,0,1,0,0
Custom Cars,0,0,0,0,1,0,0
Data Management,0,0,0,0,1,1,0
Small Business Marketing Strategy,1,0,0,0,0,0,0
Java,0,1,0,0,1,0,0
Scala,0,0,0,0,1,1,0
Industrial Design,0,0,0,1,0,0,0
Women in Technology,0,0,0,0,1,0,0
Software Defined Networking,0,0,0,0,0,1,0
Digital Marketing Analytics,0,0,0,0,2,0,0
Technology Professionals,0,0,0,2,2,0,0
Programmers,0,0,1,0,1,0,0
Cryptography,0,0,0,1,0,1,0
lean,0,0,0,0,0,1,0
DevOps,0,0,0,0,5,3,0
PaaS: Platform as a Service,0,0,2,0,1,1,0
Cloud Security,0,0,0,0,1,3,0
Continuous Delivery,0,0,0,0,3,1,0
Sensors,0,0,0,0,3,0,0
Ruby,0,0,0,0,1,1,0
Android Development,0,1,0,2,7,1,3
PHP CMS,0,0,0,0,1,0,0
Mobile App Development,0,0,1,0,0,0,0
Content Strategy,0,0,0,0,3,0,0
Customer Service,0,0,0,0,1,0,0
PaaS (Platform as a Service),0,0,1,0,4,2,1
Microsoft .Net User Group,0,0,0,0,1,0,0
Wordpress Customization,0,0,0,1,2,1,1
Professional Blogging,0,0,0,0,1,1,0
Growth Hacking,0,0,0,0,0,1,0
Extreme Programming,0,0,0,1,0,3,2
Radio Control Flying,0,0,0,0,2,0,0
Healthcare Big Data,0,0,0,0,0,1,0
Venture Capital Firms,0,0,1,0,0,0,0
Courses and Workshops,0,0,0,0,0,0,1
WordPress Websites,0,0,0,1,0,1,0
Business Strategy,0,0,0,0,3,2,2
Open Source Cloud,0,0,0,0,1,0,0
Big Data Developers,0,0,0,0,1,2,0
Machine-to-Machine,0,0,0,0,3,0,0
mobile analytics,0,0,0,1,0,0,0
Games,0,0,0,0,0,1,1
Learning Drupal,0,1,0,0,0,0,0
Best Practices for High Performance eCommerce,0,0,0,0,2,2,0
PHP Application Development,0,0,0,0,4,0,1
Smart Contracts,0,0,0,0,0,1,0
CCIE Cisco Certified Internetwork Expert,0,0,0,0,1,0,0
neural networks,0,0,0,0,0,2,1
UX / UI Design,0,0,0,0,2,0,0
Bring Angel Investors and Startups Together,0,0,1,0,0,0,0
Web Application Security,0,0,0,0,2,2,0
Radio Control,0,0,0,0,1,0,0
White Hat Hacking,0,0,0,0,2,1,0
Embedded Systems Programming,0,0,0,0,1,0,0
web application development,0,0,0,0,0,0,1
Disruptive innovation,0,0,0,0,0,1,0
Meteor,0,0,0,1,0,0,0
Statistics and data analysis,0,0,0,1,0,0,0
BI on Cloud,0,0,0,0,0,1,0
Content Marketing,1,0,0,0,2,0,0
Opscode Chef,0,0,0,0,1,0,0
early stage investors,0,0,1,0,0,0,0
Smart Grid,0,0,0,0,3,0,0
BigData,0,0,1,0,0,0,0
Ubuntu,0,0,0,0,1,0,0
Information Security,0,0,0,0,3,3,0
Community Building,0,0,0,0,1,0,0
Web Development,0,2,0,5,27,8,5
Video Game Design,0,0,0,0,0,0,1
Building Drones,0,0,0,0,1,0,0
Load Testing and Performance,0,0,0,1,0,0,0
Web Operations,0,0,0,0,2,0,0
Lean Management,0,0,0,0,0,1,0
Symfony2,0,0,0,0,1,0,0
Graphic Design,0,0,0,0,1,0,0
Open Source Hardware,0,0,0,0,0,1,0
Content Strategy and SEO,0,0,0,0,6,0,0
Ethereum,0,0,0,0,0,1,0
Mobile App Marketing,0,0,0,0,0,1,0
Blog Design,0,0,0,0,1,0,0
Email Campaign Marketing,0,0,0,0,0,1,0
blog marketing,0,0,0,0,1,0,0
Engineering,0,0,0,1,0,0,1
Puppet,0,0,0,0,1,0,0
Drones,0,0,0,0,2,0,0
Graph Databases,0,1,0,0,0,0,0
Entreprenuer networking,0,0,0,0,1,0,0
Startup Weekend,0,0,0,0,0,1,0
Exam preparation,0,0,0,0,1,0,0
KeystoneJS,0,0,0,0,1,0,0
Business Ideas,0,0,0,0,1,0,0
ERP Software,0,0,0,0,0,1,0
Text Analytics,0,0,0,1,0,1,0
Apex,0,0,1,0,0,0,1
Go programming language,0,0,0,0,1,0,0
Mathematica,0,0,0,0,1,0,0
BlackBerry Apps,0,0,0,0,1,0,0
golang,0,0,0,0,1,0,0
Oracle PL/SQL Development,0,0,0,0,0,0,1
Mathematics,0,0,0,0,1,0,0
Electronics,0,0,0,1,3,1,0
Business continuity,0,0,0,0,0,1,0
Bluetooth Technology,0,0,0,0,1,0,0
Learn Blogging,0,0,0,0,1,1,0
Innovations in Software Testing,0,0,0,0,1,0,0
IBM Bluemix,0,0,0,0,1,1,1
Augmented Reality,0,0,0,0,0,0,1
Infrastructure as Code,0,0,0,0,2,1,0
Applied Math,0,0,0,0,1,0,0
Data Analysis and Modeling,0,0,0,0,2,0,0
Open Source Community,0,0,0,1,1,0,0
Laravel,0,0,0,0,2,0,0
mbed developers,0,0,0,0,1,0,0
Share Experiences Knowledge of Product Development,0,0,0,0,0,1,0
College Students,0,0,0,0,0,1,0
Business Growth,0,0,0,0,0,1,0
VB.NET,0,0,0,0,1,0,0
Joomla Extension Development,0,0,0,0,1,0,0
Force.com,0,0,1,0,0,0,0
Business Analytics,0,0,0,1,0,5,0
Telematics,0,0,0,0,1,0,0
WordPress User Community,0,0,0,1,0,0,0
Internet E-Commerce Professionals & Startups,0,0,0,0,1,0,0
Hardware,0,0,0,0,1,0,0
Service-now.com,0,0,0,0,1,0,0
Virtualization,0,0,0,0,6,1,1
Business Intelligence,0,0,0,0,0,3,0
Cloud Analytics,0,0,0,0,0,1,0
Virtual Worlds,0,0,0,0,0,0,1
"HTML, XHTML, CSS & JavaScript",0,0,0,0,0,1,0
Virtual Reality,0,0,0,0,0,0,1
Artificial Intelligence,0,0,0,0,2,3,3
